Site4,Date,Source,Max Temp,Min Temp,Avg Temp,HDDs,CDDs,Precipitation Water Equiv,Snowfall,Snow-Ice Depth
KROC,2-14-13,NCDC,42,23,32.5,32.5,0,0.08,1.00E-03,2
KROC,2-15-13,NCDC,39,24,31.5,33.5,0,1.00E-04,1.00E-03,1
KROC,2-16-13,NCDC,31,22,26.5,38.5,0,1.00E-04,0.4,1
KROC,2-17-13,NCDC,22,12,17,48,0,0.1,3.9,3
KROC,2-18-13,NCDC,30,10,20,45,0,0.01,0.4,3
KROC,2-19-13,NCDC,44,27,35.5,29.5,0,0.12,1.00E-03,2
KROC,2-20-13,NCDC,27,20,23.5,41.5,0,1.00E-04,0.2,0.01
KROC,2-21-13,NCDC,23,14,18.5,46.5,0,0.01,1.4,1
KROC,2-22-13,NCDC,35,22,28.5,36.5,0,0.06,0.3,1
KROC,2-23-13,NCDC,39,32,35.5,29.5,0,0.06,0.3,1
KROC,2-24-13,NCDC,33,30,31.5,33.5,0,0.01,0.1,0
KROC,2-25-13,NCDC,36,28,32,33,0,1.00E-04,1.00E-03,0.01
KROC,2-26-13,NCDC,44,25,34.5,30.5,0,0.74,1.7,0.01
KROC,2-27-13,NCDC,35,33,34,31,0,0.66,2.8,1
KROC,2-28-13,NCDC,37,33,35,30,0,0.04,0.4,3
KROC,03-01-13,NCDC,34,26,30,35,0,0.06,1,3
KROC,03-02-13,NCDC,28,23,25.5,39.5,0,0.02,0.5,2
KROC,03-03-13,NCDC,26,21,23.5,41.5,0,0.05,1.9,3
KROC,03-04-13,NCDC,30,22,26,39,0,1.00E-04,0.1,4
KROC,03-05-13,NCDC,32,25,28.5,36.5,0,1.00E-04,1.00E-03,4
KROC,03-06-13,NCDC,39,23,31,34,0,1.00E-04,1.00E-03,3
KROC,03-07-13,NCDC,37,31,34,31,0,0.01,0.3,2
KROC,03-08-13,NCDC,41,27,34,31,0,1.00E-04,1.00E-03,1
KROC,03-09-13,NCDC,49,24,36.5,28.5,0,0,0,0.01
KROC,03-10-13,NCDC,64,32,48,17,0,0,0,0
KROC,03-11-13,NCDC,57,51,54,11,0,1.00E-04,0,0
KROC,03-12-13,NCDC-EstWind,53,35,44,21,0,0.07,,
KROC,3-13-13,NCDC-EstWind,40,23,31.5,33.5,0,1.00E-04,,
KROC,3-14-13,NCDC-EstWind,33,19,26,39,0,1.00E-04,,
KROC,3-15-13,NCDC-EstWind,38,24,31,34,0,0.03,,
KROC,3-16-13,NCDC-EstWind,30,19,24.5,40.5,0,1.00E-04,,
KROC,3-17-13,NCDC,31,19,25,40,0,0.02,1.5,0
KROC,3-18-13,NCDC,35,18,26.5,38.5,0,0.28,1.5,0
KROC,3-19-13,NCDC,37,26,31.5,33.5,0,1.00E-04,1.00E-03,1
KROC,3-20-13,NCDC,34,22,28,37,0,0.01,0.2,0.01
KROC,3-21-13,NCDC,31,17,24,41,0,0.02,0.8,0.01
KROC,3-22-13,NCDC,32,26,29,36,0,0.08,1.8,1
KROC,3-23-13,NCDC,38,29,33.5,31.5,0,1.00E-04,1.00E-03,1
KROC,3-24-13,NCDC,39,24,31.5,33.5,0,0,0,0
KROC,3-25-13,NCDC,40,32,36,29,0,0,0,0
KROC,3-26-13,NCDC,46,28,37,28,0,1.00E-04,1.00E-03,0
KROC,3-27-13,NCDC,47,32,39.5,25.5,0,0.05,0.3,0
KROC,3-28-13,NCDC,45,34,39.5,25.5,0,1.00E-04,1.00E-03,0.01
KROC,3-29-13,NCDC,52,34,43,22,0,0,0,0
KROC,3-30-13,NCDC,53,28,40.5,24.5,0,0,0,0
KROC,3-31-13,NCDC,58,32,45,20,0,0.02,0,0
KROC,04-01-13,NCDC,44,27,35.5,29.5,0,0.04,0.4,0.01
KROC,04-02-13,NCDC,34,23,28.5,36.5,0,0.08,1.9,1
KROC,04-03-13,NCDC,37,27,32,33,0,1.00E-04,1.00E-03,0
KROC,04-04-13,NCDC,56,22,39,26,0,0,0,0
KROC,04-05-13,NCDC,45,30,37.5,27.5,0,0,0,0
KROC,04-06-13,NCDC,48,23,35.5,29.5,0,0,0,0
KROC,04-07-13,NCDC,72,43,57.5,7.5,0,1.00E-04,0,0
KROC,04-08-13,NCDC,59,41,50,15,0,0.02,0,0
KROC,04-09-13,NCDC,62,44,53,12,0,0.65,0,0
KROC,04-10-13,NCDC,46,40,43,22,0,0.5,0,0
KROC,04-11-13,NCDC,41,33,37,28,0,0.3,1.00E-03,0
KROC,04-12-13,NCDC,54,35,44.5,20.5,0,0.78,0,0
KROC,4-13-13,NCDC,46,39,42.5,22.5,0,1.00E-04,0,0
KROC,4-14-13,NCDC,47,35,41,24,0,1.00E-04,1.00E-03,0
KROC,4-15-13,NCDC,74,36,55,10,0,0,0,0
KROC,4-16-13,NCDC,66,44,55,10,0,0.09,0,0
KROC,4-17-13,NCDC,54,35,44.5,20.5,0,0,0,0
KROC,4-18-13,NCDC,77,45,61,4,0,0.01,0,0
KROC,4-19-13,NCDC,74,42,58,7,0,0.02,0,0
KROC,4-20-13,NCDC,43,32,37.5,27.5,0,1.00E-04,1.00E-03,0
KROC,4-21-13,NCDC,43,26,34.5,30.5,0,0,0,0
KROC,4-22-13,NCDC,60,30,45,20,0,0,0,0
KROC,4-23-13,NCDC,64,41,52.5,12.5,0,0,0,0
KROC,4-24-13,NCDC,69,38,53.5,11.5,0,0.05,1.00E-03,0
KROC,4-25-13,NCDC,56,34,45,20,0,0.05,1.00E-03,0
KROC,4-26-13,NCDC,54,37,45.5,19.5,0,0,0,0
KROC,4-27-13,NCDC,68,36,52,13,0,0,0,0
KROC,4-28-13,NCDC,75,44,59.5,5.5,0,0.07,0,0
KROC,4-29-13,NCDC,65,51,58,7,0,0.05,0,0
KROC,4-30-13,NCDC,73,58,65.5,0,0.5,0,0,0
KROC,05-01-13,NCDC,78,59,68.5,0,3.5,1.00E-04,0,0
KROC,05-02-13,NCDC,76,56,66,0,1,0,0,0
KROC,05-03-13,NCDC,77,51,64,1,0,0,0,0
KROC,05-04-13,NCDC,75,53,64,1,0,0,0,0
KROC,05-05-13,NCDC,76,47,61.5,3.5,0,0,0,0
KROC,05-06-13,NCDC,74,50,62,3,0,0,0,0
KROC,05-07-13,NCDC,77,51,64,1,0,0,0,0
KROC,05-08-13,NCDC,70,55,62.5,2.5,0,0.23,0,0
KROC,05-09-13,NCDC,71,57,64,1,0,0.62,0,0
KROC,05-10-13,NCDC,74,54,64,1,0,0.48,0,0
KROC,05-11-13,NCDC,60,46,53,12,0,0.03,0,0
KROC,05-12-13,NCDC,51,38,44.5,20.5,0,0.03,1.00E-03,0
KROC,5-13-13,NCDC,50,35,42.5,22.5,0,1.00E-04,1.00E-03,0
KROC,5-14-13,NCDC,60,32,46,19,0,0,0,0
KROC,5-15-13,NCDC,81,47,64,1,0,0.19,0,0
KROC,5-16-13,NCDC,76,50,63,2,0,0,0,0
KROC,5-17-13,NCDC,66,41,53.5,11.5,0,0,0,0
KROC,5-18-13,NCDC,71,43,57,8,0,0,0,0
KROC,5-19-13,NCDC,81,59,70,0,5,0,0,0
KROC,5-20-13,NCDC,83,63,73,0,8,0,0,0
KROC,5-21-13,NCDC,86,63,74.5,0,9.5,0.12,0,0
KROC,5-22-13,NCDC,87,63,75,0,10,0.4,0,0
KROC,5-23-13,NCDC,77,44,60.5,4.5,0,0.04,0,0
KROC,5-24-13,NCDC,52,39,45.5,19.5,0,0.14,0,0
KROC,5-25-13,NCDC,59,40,49.5,15.5,0,0,0,0
KROC,5-26-13,NCDC,63,44,53.5,11.5,0,0,0,0
KROC,5-27-13,NCDC,71,40,55.5,9.5,0,0,0,0
KROC,5-28-13,NCDC,64,50,57,8,0,0.9,0,0
KROC,5-29-13,NCDC,82,61,71.5,0,6.5,0.78,0,0
KROC,5-30-13,NCDC,88,63,75.5,0,10.5,0,0,0
KROC,5-31-13,NCDC,90,68,79,0,14,0,0,0
KROC,06-01-13,NCDC,88,68,78,0,13,0.52,0,0
KROC,06-02-13,NCDC,77,56,66.5,0,1.5,0.41,0,0
KROC,06-03-13,NCDC,65,51,58,7,0,0,0,0
KROC,06-04-13,NCDC,67,48,57.5,7.5,0,0,0,0
KROC,06-05-13,NCDC,69,49,59,6,0,1.00E-04,0,0
KROC,06-06-13,NCDC,59,55,57,8,0,1.7,0,0
KROC,06-07-13,NCDC,63,56,59.5,5.5,0,0.09,0,0
KROC,06-08-13,NCDC,65,56,60.5,4.5,0,0.03,0,0
KROC,06-09-13,NCDC,75,54,64.5,0.5,0,0,0,0
KROC,06-10-13,NCDC,72,62,67,0,2,0.13,0,0
KROC,06-11-13,NCDC,69,59,64,1,0,0.15,0,0
KROC,06-12-13,NCDC,75,53,64,1,0,1.00E-04,0,0
KROC,6-13-13,NCDC,67,55,61,4,0,1.43,0,0
KROC,6-14-13,NCDC,74,52,63,2,0,0,0,0
KROC,6-15-13,NCDC,75,52,63.5,1.5,0,0,0,0
KROC,6-16-13,NCDC,77,61,69,0,4,0.24,0,0
KROC,6-17-13,NCDC,79,60,69.5,0,4.5,0.22,0,0
KROC,6-18-13,NCDC,69,56,62.5,2.5,0,0.03,0,0
KROC,6-19-13,NCDC,67,50,58.5,6.5,0,0,0,0
KROC,6-20-13,NCDC,76,46,61,4,0,0,0,0
KROC,6-21-13,NCDC,82,52,67,0,2,0,0,0
KROC,6-22-13,NCDC,86,60,73,0,8,1.00E-04,0,0
KROC,6-23-13,NCDC,90,71,80.5,0,15.5,1.00E-04,0,0
KROC,6-24-13,NCDC,87,70,78.5,0,13.5,0,0,0
KROC,6-25-13,NCDC,83,70,76.5,0,11.5,1.00E-04,0,0
KROC,6-26-13,NCDC,85,69,77,0,12,1.00E-04,0,0
KROC,6-27-13,NCDC,81,65,73,0,8,0.37,0,0
KROC,6-28-13,NCDC,68,62,65,0,0,0.5,0,0
KROC,6-29-13,NCDC,77,62,69.5,0,4.5,0.45,0,0
KROC,6-30-13,NCDC,77,60,68.5,0,3.5,1.00E-04,0,0
KROC,07-01-13,NCDC,68,62,65,0,0,0.38,0,0
KROC,07-02-13,NCDC,78,62,70,0,5,1.00E-04,0,0
KROC,07-03-13,NCDC,87,67,77,0,12,2.37,0,0
KROC,07-04-13,NCDC,86,70,78,0,13,0.07,0,0
KROC,07-05-13,NCDC,86,71,78.5,0,13.5,0.02,0,0
KROC,07-06-13,NCDC,87,67,77,0,12,1.00E-04,0,0
KROC,07-07-13,NCDC,83,71,77,0,12,0.16,0,0
KROC,07-08-13,NCDC,85,70,77.5,0,12.5,0.18,0,0
KROC,07-09-13,NCDC,83,71,77,0,12,0.04,0,0
KROC,07-10-13,NCDC,86,71,78.5,0,13.5,1.00E-04,0,0
KROC,07-11-13,NCDC,78,63,70.5,0,5.5,1.00E-04,0,0
KROC,07-12-13,NCDC,76,61,68.5,0,3.5,0,0,0
KROC,7-13-13,NCDC,81,60,70.5,0,5.5,0,0,0
KROC,7-14-13,NCDC,90,68,79,0,14,0,0,0
KROC,7-15-13,NCDC,89,71,80,0,15,0,0,0
KROC,7-16-13,NCDC,91,68,79.5,0,14.5,0,0,0
KROC,7-17-13,NCDC,93,71,82,0,17,1.00E-04,0,0
KROC,7-18-13,NCDC,92,74,83,0,18,1.00E-04,0,0
KROC,7-19-13,NCDC,93,70,81.5,0,16.5,0.59,0,0
KROC,7-20-13,NCDC,82,66,74,0,9,0.45,0,0
KROC,7-21-13,NCDC,76,62,69,0,4,0,0,0
KROC,7-22-13,NCDC,82,61,71.5,0,6.5,0.01,0,0
KROC,7-23-13,NCDC,85,67,76,0,11,0.03,0,0
KROC,7-24-13,NCDC,67,55,61,4,0,0,0,0
KROC,7-25-13,NCDC,74,50,62,3,0,0,0,0
KROC,7-26-13,NCDC,76,51,63.5,1.5,0,0,0,0
KROC,7-27-13,NCDC,80,58,69,0,4,0.05,0,0
KROC,7-28-13,NCDC,74,59,66.5,0,1.5,0.06,0,0
KROC,7-29-13,NCDC,73,57,65,0,0,1.00E-04,0,0
KROC,7-30-13,NCDC,76,55,65.5,0,0.5,0,0,0
KROC,7-31-13,NCDC,81,57,69,0,4,0,0,0
KROC,08-01-13,NCDC,78,63,70.5,0,5.5,0.37,0,0
KROC,08-02-13,NCDC,77,58,67.5,0,2.5,0.26,0,0
KROC,08-03-13,NCDC,76,61,68.5,0,3.5,1.00E-04,0,0
KROC,08-04-13,NCDC,72,55,63.5,1.5,0,1.00E-04,0,0
KROC,08-05-13,NCDC,74,51,62.5,2.5,0,0,0,0
KROC,08-06-13,NCDC,80,54,67,0,2,0,0,0
KROC,08-07-13,NCDC,82,66,74,0,9,1.00E-04,0,0
KROC,08-08-13,NCDC,84,68,76,0,11,0.46,0,0
KROC,08-09-13,NCDC,80,63,71.5,0,6.5,0.57,0,0
KROC,08-10-13,NCDC,72,57,64.5,0.5,0,0,0,0
KROC,08-11-13,NCDC,76,53,64.5,0.5,0,0,0,0
KROC,08-12-13,NCDC,77,61,69,0,4,1.00E-04,0,0
KROC,8-13-13,NCDC,74,59,66.5,0,1.5,0.26,0,0
KROC,8-14-13,NCDC,69,53,61,4,0,0.04,0,0
KROC,8-15-13,NCDC,76,49,62.5,2.5,0,0,0,0
KROC,8-16-13,NCDC,77,52,64.5,0.5,0,0,0,0
KROC,8-17-13,NCDC,81,55,68,0,3,0,0,0
KROC,8-18-13,NCDC,81,57,69,0,4,0,0,0
KROC,8-19-13,NCDC,82,59,70.5,0,5.5,0,0,0
KROC,8-20-13,NCDC,84,59,71.5,0,6.5,0,0,0
KROC,8-21-13,NCDC,87,62,74.5,0,9.5,0,0,0
KROC,8-22-13,NCDC,86,65,75.5,0,10.5,1.00E-04,0,0
KROC,8-23-13,NCDC,74,56,65,0,0,0,0,0
KROC,8-24-13,NCDC,76,51,63.5,1.5,0,0,0,0
KROC,8-25-13,NCDC,84,53,68.5,0,3.5,0.07,0,0
KROC,8-26-13,NCDC,79,65,72,0,7,0.47,0,0
KROC,8-27-13,NCDC,84,67,75.5,0,10.5,0,0,0
KROC,8-28-13,NCDC,82,69,75.5,0,10.5,0.1,0,0
KROC,8-29-13,NCDC,84,64,74,0,9,0,0,0
KROC,8-30-13,NCDC,86,64,75,0,10,1.00E-04,0,0
KROC,8-31-13,NCDC,82,69,75.5,0,10.5,0.1,0,0
KROC,09-01-13,NCDC,81,67,74,0,9,0.38,0,0
KROC,09-02-13,NCDC,83,64,73.5,0,8.5,1.00E-04,0,0
KROC,09-03-13,NCDC,68,59,63.5,1.5,0,1.00E-04,0,0
KROC,09-04-13,NCDC,79,53,66,0,1,0.14,0,0
KROC,09-05-13,NCDC,66,47,56.5,8.5,0,0,0,0
KROC,09-06-13,NCDC,70,43,56.5,8.5,0,0,0,0
KROC,09-07-13,NCDC,66,53,59.5,5.5,0,0.09,0,0
KROC,09-08-13,NCDC,66,48,57,8,0,0.06,0,0
KROC,09-09-13,NCDC,77,45,61,4,0,0,0,0
KROC,09-10-13,NCDC,91,67,79,0,14,0.22,0,0
KROC,09-11-13,NCDC,92,74,83,0,18,1.00E-04,0,0
KROC,09-12-13,NCDC,74,59,66.5,0,1.5,0.1,0,0
KROC,9-13-13,NCDC,61,50,55.5,9.5,0,0.2,0,0
KROC,9-14-13,NCDC,62,47,54.5,10.5,0,0,0,0
KROC,9-15-13,NCDC,69,46,57.5,7.5,0,0.11,0,0
KROC,9-16-13,NCDC,56,44,50,15,0,0.07,0,
KROC,9-17-13,NCDC,64,37,50.5,14.5,0,0,0,0
KROC,9-18-13,NCDC,74,43,58.5,6.5,0,0,0,0
KROC,9-19-13,NCDC,77,51,64,1,0,0,0,0
KROC,9-20-13,NCDC,83,56,69.5,0,4.5,0,0,0
KROC,9-21-13,NCDC,72,54,63,2,0,1.04,0,0
KROC,9-22-13,NCDC,57,51,54,11,0,1.00E-04,0,0
KROC,9-23-13,NCDC,59,42,50.5,14.5,0,0,0,0
KROC,9-24-13,NCDC,65,40,52.5,12.5,0,0,0,0
KROC,9-25-13,NCDC,68,41,54.5,10.5,0,0,0,0
KROC,9-26-13,NCDC,70,43,56.5,8.5,0,0,0,0
KROC,9-27-13,NCDC,67,45,56,9,0,0,0,0
KROC,9-28-13,NCDC,74,44,59,6,0,0,0,
KROC,9-29-13,NWSP,75,47,61,4,0,0,0,
KROC,9-30-13,NWSP,77,55,66,0,1,0,0,
KROC,10-01-13,NCDC,76,57,66.5,0,1.5,0,0,0
KROC,10-02-13,NCDC,78,54,66,0,1,0,0,0
KROC,10-03-13,NCDC,73,47,60,5,0,0.02,0,0
KROC,10-04-13,NCDC,68,60,64,1,0,0.27,0,0
KROC,10-05-13,NCDC,64,60,62,3,0,0.07,0,0
KROC,10-06-13,NCDC,83,61,72,0,7,0.56,0,0
KROC,10-07-13,NCDC,75,49,62,3,0,0.52,0,0
KROC,10-08-13,NCDC,64,43,53.5,11.5,0,0,0,0
KROC,10-09-13,NCDC,68,39,53.5,11.5,0,0,0,0
KROC,10-10-13,NCDC,66,40,53,12,0,0,0,0
KROC,10-11-13,NCDC,68,42,55,10,0,0,0,0
KROC,10-12-13,NCDC,74,41,57.5,7.5,0,0,0,0
KROC,10-13-13,NCDC,71,53,62,3,0,0.17,0,0
KROC,10-14-13,NCDC,64,45,54.5,10.5,0,0.06,0,0
KROC,10-15-13,NCDC,68,41,54.5,10.5,0,0,0,0
KROC,10-16-13,NCDC,66,57,61.5,3.5,0,0.18,0,0
KROC,10-17-13,NCDC,64,47,55.5,9.5,0,0.35,0,0
KROC,10-18-13,NCDC,61,48,54.5,10.5,0,1.00E-04,0,0
KROC,10-19-13,NCDC,63,44,53.5,11.5,0,0.06,0,0
KROC,10-20-13,NCDC,55,39,47,18,0,0.01,0,0
KROC,10-21-13,NCDC,67,46,56.5,8.5,0,1.00E-04,0,0
KROC,10-22-13,NCDC,51,37,44,21,0,0.19,0,0
KROC,10-23-13,NCDC,46,33,39.5,25.5,0,0.05,0,0
KROC,10-24-13,NCDC,50,32,41,24,0,0.25,0,0
KROC,10-25-13,NCDC,50,33,41.5,23.5,0,0.03,0,0
KROC,10-26-13,NCDC,47,39,43,22,0,1.00E-04,0,0
KROC,10-27-13,NCDC,49,37,43,22,0,0,0,0
KROC,10-28-13,NCDC,49,29,39,26,0,0,0,0
KROC,10-29-13,NCDC,47,25,36,29,0,0.01,0,0
KROC,10-30-13,NCDC,58,38,48,17,0,0.03,0,0
KROC,10-31-13,NCDC,68,40,54,11,0,0.49,0,
KROC,11-01-13,NCDC,65,48,56.5,8.5,0,0.21,0,0
KROC,11-02-13,NCDC,51,39,45,20,0,0.4,0,0
KROC,11-03-13,NCDC,39,28,33.5,31.5,0,0,0,0
KROC,11-04-13,NCDC,43,24,33.5,31.5,0,0,0,0
KROC,11-05-13,NCDC,58,38,48,17,0,0,0,0
KROC,11-06-13,NCDC,67,48,57.5,7.5,0,0.04,0,0
KROC,11-07-13,NCDC,58,39,48.5,16.5,0,0.25,0,0
KROC,11-08-13,NCDC,44,35,39.5,25.5,0,0.05,0.2,0
KROC,11-09-13,NCDC,51,33,42,23,0,0.02,1.00E-03,0
KROC,11-10-13,NCDC,51,40,45.5,19.5,0,0.04,1.00E-03,0
KROC,11-11-13,NCDC,46,31,38.5,26.5,0,0.42,1.2,0
KROC,11-12-13,NCDC,33,25,29,36,0,0.01,0.4,1
KROC,11-13-13,NCDC,38,17,27.5,37.5,0,1.00E-04,1.00E-03,1
KROC,11-14-13,NCDC,50,35,42.5,22.5,0,0,0,0
KROC,11-15-13,NCDC,52,40,46,19,0,0,0,0
KROC,11-16-13,NCDC,60,41,50.5,14.5,0,0,0,0
KROC,11-17-13,NCDC,62,52,57,8,0,0.2,0,0
KROC,11-18-13,NCDC,56,37,46.5,18.5,0,0.02,1.00E-03,0
KROC,11-19-13,NCDC,38,25,31.5,33.5,0,0.01,1.00E-03,0
KROC,11-20-13,NCDC,39,21,30,35,0,0,0,0
KROC,11-21-13,NCDC,45,30,37.5,27.5,0,0.01,0,0
KROC,11-22-13,NCDC,48,33,40.5,24.5,0,0.27,0,0
KROC,11-23-13,NCDC,36,19,27.5,37.5,0,0.02,0.6,0
KROC,11-24-13,NCDC,24,17,20.5,44.5,0,0.1,2,2
KROC,11-25-13,NCDC,35,17,26,39,0,1.00E-04,0.1,1
KROC,11-26-13,NCDC,37,33,35,30,0,0.44,3.6,1
KROC,11-27-13,NCDC,35,23,29,36,0,0.24,3.7,7
KROC,11-28-13,NCDC,28,14,21,44,0,0.03,1.4,7
KROC,11-29-13,NCDC,28,10,19,46,0,0.03,0.3,6
KROC,11-30-13,NCDC,33,7,20,45,0,0,0,5
KROC,12-01-13,NCDC,39,32,35.5,29.5,0,0.04,1.00E-03,5
KROC,12-02-13,NCDC,41,33,37,28,0,0,0,2
KROC,12-03-13,NCDC,42,28,35,30,0,0,0,2
KROC,12-04-13,NCDC,49,32,40.5,24.5,0,1.00E-04,1.00E-03,1
KROC,12-05-13,NCDC,62,40,51,14,0,0.01,1.00E-03,0
KROC,12-06-13,NCDC,40,32,36,29,0,0.18,0.1,0
KROC,12-07-13,NCDC,32,25,28.5,36.5,0,1.00E-04,1.00E-03,0
KROC,12-08-13,NCDC,29,19,24,41,0,0.01,0.1,0
KROC,12-09-13,NCDC,41,27,34,31,0,0.05,0.1,0
KROC,12-10-13,NCDC,34,19,26.5,38.5,0,0.12,3.7,0
KROC,12-11-13,NCDC,25,10,17.5,47.5,0,0.03,0.7,3
KROC,12-12-13,NCDC,21,9,15,50,0,0.08,1.1,3
KROC,12-13-13,NCDC,24,12,18,47,0,0.03,2.3,3
KROC,12-14-13,NCDC,26,9,17.5,47.5,0,0.25,4.5,5
KROC,12-15-13,NCDC,26,19,22.5,42.5,0,0.22,2.2,8
KROC,12-16-13,NCDC,22,0,11,54,0,0.02,0.6,7
KROC,12-17-13,NCDC,28,-4,12,53,0,0.18,2.3,6
KROC,12-18-13,NCDC,32,24,28,37,0,0.02,0.3,7
KROC,12-19-13,NCDC,42,28,35,30,0,0,0,6
KROC,12-20-13,NCDC,45,35,40,25,0,0.25,1.00E-03,4
KROC,12-21-13,NCDC,54,32,43,22,0,0.71,0,1
KROC,12-22-13,NCDC,46,32,39,26,0,0.49,1.00E-03,0
KROC,12-23-13,NCDC,42,25,33.5,31.5,0,0.03,0.5,0
KROC,12-24-13,NCDC,25,12,18.5,46.5,0,0.09,2.2,0.01
KROC,12-25-13,NCDC,26,4,15,50,0,0,0,2
KROC,12-26-13,NCDC,33,23,28,37,0,0.06,0.7,2
KROC,12-27-13,NCDC,34,20,27,38,0,0.01,0.1,2
KROC,12-28-13,NCDC,44,29,36.5,28.5,0,0,0,1
KROC,12-29-13,NCDC,46,29,37.5,27.5,0,0.09,0,0
KROC,12-30-13,NCDC,29,15,22,43,0,1.00E-04,,
KROC,12-31-13,NCDC,25,15,20,45,0,1.00E-04,0.2,0.01
KROC,01-01-14,NCDC,22,15,18.5,46.5,0,0.04,2.1,0.01
KROC,01-02-14,NCDC,15,5,10,55,0,0.34,8,4
KROC,01-03-14,NCDC,8,-6,1,64,0,0.02,0.9,10
KROC,01-04-14,NCDC,37,1,19,46,0,0,0,9
KROC,01-05-14,NCDC,47,27,37,28,0,0.02,0,8
KROC,01-06-14,NCDC,48,4,26,39,0,0.07,0.3,2
KROC,01-07-14,NCDC,5,-3,1,64,0,0.02,0.7,2
KROC,01-08-14,NCDC,20,4,12,53,0,1.00E-04,0.1,2
KROC,01-09-14,NCDC,25,11,18,47,0,1.00E-04,1.00E-03,2
KROC,01-10-14,NCDC,41,22,31.5,33.5,0,0.06,0.6,2
KROC,01-11-14,NCDC,53,37,45,20,0,0.29,0,0.01
KROC,01-12-14,NCDC,37,31,34,31,0,1.00E-04,1.00E-03,0
KROC,1-13-14,NCDC,53,34,43.5,21.5,0,1.00E-04,0,0
KROC,1-14-14,NCDC,46,25,35.5,29.5,0,1.00E-04,0,0
KROC,1-15-14,NCDC,37,28,32.5,32.5,0,0.02,1.00E-03,0
KROC,1-16-14,NCDC,34,26,30,35,0,1.00E-04,0.1,0.01
KROC,1-17-14,NCDC,40,26,33,32,0,1.00E-04,1.00E-03,0.01
KROC,1-18-14,NCDC,30,17,23.5,41.5,0,0.05,0.9,1
KROC,1-19-14,NCDC,31,17,24,41,0,0.01,0.2,0.01
KROC,1-20-14,NCDC,31,11,21,44,0,0.1,1.5,1
KROC,1-21-14,NCDC,11,4,7.5,57.5,0,0.04,1.1,2
KROC,1-22-14,NCDC,9,-5,2,63,0,0.01,0.2,3
KROC,1-23-14,NCDC,13,2,7.5,57.5,0,0.03,0.7,2
KROC,1-24-14,NCDC,18,0,9,56,0,1.00E-04,1.00E-03,3
KROC,1-25-14,NCDC,27,11,19,46,0,0.04,1.5,3
KROC,1-26-14,NCDC,27,5,16,49,0,1.00E-04,1.00E-03,4
KROC,1-27-14,NCDC,35,5,20,45,0,0.07,1.9,4
KROC,1-28-14,NCDC,10,0,5,60,0,0,0,3
KROC,1-29-14,NCDC,15,-1,7,58,0,1.00E-04,1.00E-03,2
KROC,1-30-14,NCDC,31,7,19,46,0,0,0,2
KROC,1-31-14,NCDC,35,28,31.5,33.5,0,1.00E-04,1.00E-03,2
KROC,02-01-14,NCDC,41,22,31.5,33.5,0,0.16,1.00E-03,2
KROC,02-02-14,NCDC,39,28,33.5,31.5,0,0.04,1.00E-03,0.01
KROC,02-03-14,NCDC,28,13,20.5,44.5,0,1.00E-04,0.1,0.01
KROC,02-04-14,NCDC,27,12,19.5,45.5,0,1.00E-04,1.00E-03,0.01
KROC,02-05-14,NCDC,25,17,21,44,0,0.68,12.7,2
KROC,02-06-14,NCDC,20,2,11,54,0,1.00E-04,0.2,9
KROC,02-07-14,NCDC,18,7,12.5,52.5,0,1.00E-04,0.1,7
KROC,02-08-14,NCDC,19,-1,9,56,0,0,0,6
KROC,02-09-14,NCDC,20,7,13.5,51.5,0,0.15,1.9,6
KROC,02-10-14,NCDC,22,11,16.5,48.5,0,0.02,0.9,7
KROC,02-11-14,NCDC,18,8,13,52,0,0.03,0.6,7
KROC,02-12-14,NCDC,25,-5,10,55,0,1.00E-04,1.00E-03,6
KROC,2-13-14,NCDC,26,8,17,48,0,0.12,1.9,6
KROC,2-14-14,NCDC,32,23,27.5,37.5,0,0.01,0.2,7
KROC,2-15-14,NCDC,29,17,23,42,0,0.11,1.8,7
KROC,2-16-14,NCDC,19,8,13.5,51.5,0,0.03,0.7,8
KROC,2-17-14,NCDC,27,-2,12.5,52.5,0,0,0,7
KROC,2-18-14,NCDC,31,21,26,39,0,0.02,0.7,6
KROC,2-19-14,NCDC,50,23,36.5,28.5,0,1.00E-04,0,6
KROC,2-20-14,NCDC,43,29,36,29,0,0.69,1.00E-03,3
KROC,2-21-14,NCDC,48,34,41,24,0,0.12,0,2
KROC,2-22-14,NCDC,44,36,40,25,0,1.00E-04,1.00E-03,1
KROC,2-23-14,NCDC,40,27,33.5,31.5,0,0,0,0
KROC,2-24-14,NCDC,27,19,23,42,0,0.02,0.6,0.01
KROC,2-25-14,NCDC,22,17,19.5,45.5,0,0.03,0.7,1
KROC,2-26-14,NCDC,19,8,13.5,51.5,0,0.02,0.7,1
KROC,2-27-14,NCDC,19,6,12.5,52.5,0,0.14,2.2,0.01
KROC,2-28-14,NCDC,16,1,8.5,56.5,0,1.00E-04,0.3,2
KROC,03-01-14,NCDC,39,11,25,40,0,0.01,0.3,2
KROC,03-02-14,NCDC,20,9,14.5,50.5,0,0.03,0.5,2
KROC,03-03-14,NCDC,13,1,7,58,0,0.01,0.3,2
KROC,03-04-14,NCDC,18,-1,8.5,56.5,0,0.03,0.5,2
KROC,03-05-14,NCDC,21,1,11,54,0,0.04,1.6,3
KROC,03-06-14,NCDC,26,-9,8.5,56.5,0,0,0,3
